rn_w_tracker_outstanding,rn_r_tracker_ostd,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,share_tracker_ostd,ro_tracker_ostd,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,TotalBandWidth,FinishCycle,eject_queues_len,inject_queues_len,sdma-R-DDR_thoughput,sdma-W-l2m_thoughput,gdam-R-L2M_thoughput,sdma-R-DDR_finish_cycle,sdma-W-l2m_finish_cycle,gdam-R-L2M_finish_cycle,sdma-R-DDR_avg_latency,sdma-W-l2m_avg_latency,gdam-R-L2M_avg_latency,cir_h_total,cir_v_total,Topo
32,36,45.4761949,4280.707047,13341,1000,1000,57.73143203,2564.981628,7042,103.2076269,46150,8,5,115.4982015,91.93036953,115.3896506,18071,22921,18088,743.1807923,136.7646701,446.1054826,39173,915,4x5
32,36,44.81151481,4108.84166,13711,1000,1000,56.91050204,2921.261459,7336,101.7220168,46834,8,5,113.7793284,90.37683894,113.9097309,18344,23315,18323,774.4641236,136.2156482,433.7970072,39835,618,5x4
16,32,52.23552854,3707.609177,10271,1000,1000,67.7593538,1424.487289,3237,119.9948823,40160,8,5,541.8647374,417.7593625,0,15481,20080,0,456.0085449,139.0130615,0,33,279,4x9
36,36,44.96717698,4258.809586,13645,1000,1000,57.38704028,2644.188644,7078,102.3542173,46672,8,5,114.6606603,91.19432182,114.8057206,18203,23106,18180,768.4312523,136.6658972,423.4836257,39125,1040,4x5
60,28,49.8301573,2320.851166,10570,1000,1000,56.30845237,3370.082245,6340,106.1386097,42098,8,5,450.3225252,398.527626,0,18628,21049,0,481.8939819,165.7721252,0,134277,107,9x4
36,36,44.93056662,4161.93576,13695,1000,1000,57.60457068,2805.993088,7132,102.5351373,46710,8,5,114.9574796,90.46219894,115.2685702,18156,23293,18107,770.506562,136.2876929,420.2854164,40451,845,5x4
40,36,44.72931645,4224.358521,13758,1000,1000,57.38389974,2693.558258,7160,102.1132162,46920,8,5,114.2089193,90.58664718,114.4657234,18275,23261,18234,739.0305409,136.9233386,454.9466454,39276,825,4x5
20,32,51.88658518,3706.103531,10464,1000,1000,67.58901637,1417.662979,3333,119.4756016,40430,8,5,540.5030928,414.9694781,0,15520,20215,0,457.4176636,139.0124207,0,23,631,4x9
40,36,45.07155396,4086.927643,13480,1000,1000,57.05915002,2874.886383,7338,102.130704,46564,8,5,115.1604502,91.18642894,113.9594868,18124,23108,18315,763.1002085,136.1380148,440.6483503,39022,765,5x4
64,28,50.46325617,2323.412613,10110,1000,1000,56.71043807,3351.120102,6242,107.1736942,41570,8,5,453.5363322,403.5895117,0,18496,20785,0,481.3183899,165.4934692,0,134256,85,9x4
44,36,45.04251178,4273.145096,13445,1000,1000,56.9971191,2613.08519,7439,102.0396309,46594,8,5,113.4330435,90.49327893,115.5237726,18400,23285,18067,828.1625169,136.6833921,365.6200172,39348,797,4x5
44,36,44.60563398,4086.625336,13903,1000,1000,57.27732561,2825.285767,7294,101.8829596,47050,8,5,114.4029818,91.39208883,114.4720013,18244,23056,18233,753.4126089,136.1132305,448.164234,38755,773,5x4
24,32,52.19912386,3688.457474,10244,1000,1000,67.27247065,1434.451279,3477,119.4715945,40188,8,5,537.97268,417.468299,0,15593,20094,0,458.380249,138.9487915,0,12,306,4x9
48,36,44.43174035,4282.639511,13974,1000,1000,57.41217696,2519.608704,7262,101.8439173,47234,8,5,114.9511483,92.34938861,114.2401752,18157,22817,18270,735.1724519,136.4519499,450.49307,38110,600,4x5
68,28,49.3563662,2374.285492,10857,1000,1000,56.68591199,3332.258881,6218,106.0422782,42502,8,5,453.3402508,394.7394476,0,18504,21251,0,480.4241638,165.4276428,0,135693,168,9x4
48,36,44.89593808,4055.856339,13649,1000,1000,56.87346098,2908.594803,7572,101.7693991,46746,8,5,113.2176838,90.1525692,114.2651922,18435,23373,18266,727.2693487,136.6430567,476.1634981,39229,601,5x4
28,32,52.04109385,3645.785751,10349,1000,1000,67.25952534,1461.66684,3432,119.3006192,40310,8,5,537.8691972,416.2048127,0,15596,20155,0,459.4881897,139.0108948,0,49,352,4x9
52,36,44.71405699,4207.185669,13862,1000,1000,57.63306585,2628.992935,7141,102.3471228,46936,8,5,114.6795604,91.40398213,115.2494754,18200,23053,18110,783.0132467,136.8211639,407.7456151,38091,870,4x5
72,28,50.01554973,2323.75737,10328,1000,1000,56.43270007,3383.955902,6315,106.4482498,41942,8,5,451.3158659,400.0099185,0,18587,20971,0,482.7891541,165.8901367,0,134824,175,9x4
52,36,44.86328231,4018.150604,13605,1000,1000,56.50568519,2981.476303,7574,101.3689675,46780,8,5,113.377587,90.92672823,112.9297695,18409,23174,18482,752.0077272,136.5328636,463.0239176,39511,843,5x4
56,36,45.05606014,4275.010025,13567,1000,1000,57.30236625,2656.911972,7161,102.3584264,46580,8,5,114.8120359,90.47385144,114.5788318,18179,23290,18216,751.3187784,136.9013486,442.9712989,39908,996,4x5
32,32,52.14979858,3658.828583,10286,1000,1000,67.39353429,1445.638321,3475,119.5433329,40226,8,5,538.9404433,417.0739323,0,15565,20113,0,459.0777588,139.0514526,0,30,463,4x9
56,36,44.91709362,4142.119141,13715,1000,1000,57.23668122,2852.351898,7162,102.1537748,46724,8,5,115.0398501,91.21011168,114.5159662,18143,23102,18226,725.4099105,136.1437249,473.3553293,39902,810,5x4
76,28,49.84910863,2340.488007,10471,1000,1000,56.13962951,3391.417023,6422,105.9887381,42082,8,5,448.972811,398.6791502,0,18684,21041,0,483.9224548,165.5414734,0,135075,154,9x4
60,36,44.90939839,4264.880264,13648,1000,1000,57.12131612,2721.307068,7106,102.0307145,46732,8,5,114.2026702,91.24961025,114.1714348,18276,23092,18281,732.34196,137.0467744,468.470011,40318,967,4x5
36,32,51.91484305,3707.334213,10421,1000,1000,67.47159127,1398.644699,3487,119.3864343,40408,8,5,539.5644176,415.1954069,0,15547,20204,0,456.96698,139.0626221,0,22,320,4x9
60,36,45.08318132,4053.9263,13562,1000,1000,57.29297345,2865.430344,7288,102.3761548,46552,8,5,114.5159662,90.92280475,114.6165843,18226,23175,18210,758.2514412,136.3559713,440.1105115,38750,1103,5x4
64,36,45.29350446,4204.20105,13438,1000,1000,57.67110329,2630.006638,7102,102.9646077,46336,8,5,114.9131751,90.99740888,115.4534794,18163,23156,18078,771.9850362,136.9776455,418.9775543,37610,865,4x5
80,28,50.23359203,2348.348267,10238,1000,1000,56.50264037,3340.226563,6289,106.7362324,41760,8,5,451.8750269,401.7532567,0,18564,20880,0,481.5697937,165.7644348,0,135805,165,9x4
64,36,44.7007135,4138.053589,13766,1000,1000,57.35251326,2819.99968,7060,102.0532268,46950,8,5,114.7489142,91.24565886,114.6039974,18189,23093,18212,729.2718018,136.3217106,468.8509751,38953,782,5x4
40,32,52.25374994,3692.058655,10225,1000,1000,67.46290935,1424.95665,3458,119.7166593,40146,8,5,539.4950158,417.9050466,0,15549,20073,0,458.0202332,139.0440979,0,36,372,4x9
68,36,45.31895353,4273.359543,13471,1000,1000,57.6837936,2580.290054,7123,103.0027471,46310,8,5,114.8436228,91.0013388,115.0905983,18174,23155,18135,746.3840304,136.5170696,439.3798602,39171,778,4x5
68,36,45.23488477,4120.477631,13486,1000,1000,57.23355712,2821.660812,7022,102.4684419,46396,8,5,114.6669597,90.98562114,114.3967114,18202,23159,18245,749.7703913,136.0860163,448.2733963,40116,636,5x4
44,32,52.04367679,3672.779709,10350,1000,1000,67.0616526,1428.653641,3547,119.1053294,40308,8,5,536.2874313,416.2254639,0,15642,20154,0,459.3158569,139.0508423,0,39,419,4x9
72,36,45.15501616,4297.763611,13511,1000,1000,57.76959947,2568.446915,7083,102.9246156,46478,8,5,116.516943,92.20391196,115.3577627,17913,22853,18093,740.1930578,136.5507229,443.8281614,38503,756,4x5
72,36,45.27394769,4091.790726,13406,1000,1000,57.48456773,2851.035324,7229,102.7585154,46356,8,5,115.8507993,91.25356199,114.8625832,18016,23091,18171,742.7986017,136.1693597,450.9834417,39008,798,5x4
84,28,50.47297232,2263.131332,10199,1000,1000,56.29938255,3386.276031,6370,106.7723549,41562,8,5,450.2500134,403.667196,0,18631,20781,0,482.8060303,165.6488953,0,132063,131,9x4
76,36,44.7617774,4193.736221,13680,1000,1000,56.44788975,2650.74115,7589,101.2096672,46886,8,5,112.3220321,89.96780667,114.015514,18582,23421,18306,756.1869251,136.9014701,444.9419845,37975,634,4x5
48,32,52.07727837,3697.827286,10306,1000,1000,67.58466001,1400.835358,3383,119.6619384,40282,8,5,540.4682688,416.4941165,0,15521,20141,0,457.9678955,138.984436,0,17,476,4x9
76,36,44.68166518,4112.798355,13711,1000,1000,56.93522289,2912.258926,7572,101.6168881,46970,8,5,113.377587,90.45443228,113.9035145,18409,23295,18324,751.5829756,136.1757988,447.1528272,39643,772,5x4
88,28,48.9942996,2396.213669,11028,1000,1000,56.26313248,3341.568008,6386,105.2574321,42816,8,5,449.9601995,391.8445441,0,18643,21408,0,482.3762207,165.1853943,0,135375,148,9x4
80,36,44.88056474,4242.699432,13683,1000,1000,57.42475356,2552.838821,7262,102.3053183,46762,8,5,114.3027382,91.43174521,114.9068487,18260,23046,18164,752.3119097,136.6479164,438.1107568,39511,863,4x5
52,32,52.03334657,3710.96376,10418,1000,1000,67.65879468,1401.589935,3247,119.6921412,40316,8,5,541.0608875,416.1428713,0,15504,20158,0,456.0932007,138.9620361,0,22,479,4x9
80,36,44.15296633,4156.933746,14025,1000,1000,56.37202301,2888.98465,7655,100.5249893,47532,8,5,112.2012687,88.66178574,114.027972,18602,23766,18304,765.5951184,136.7000364,442.4734454,40919,645,5x4
84,36,44.5885626,4180.226349,13851,1000,1000,56.99092342,2727.920547,7268,101.579486,47068,8,5,114.015514,91.2614665,113.9719325,18306,23089,18313,767.0139826,136.7396428,431.509383,38630,982,4x5
92,28,49.85147856,2358.270203,10477,1000,1000,56.48133585,3347.883774,6302,106.3328144,42080,8,5,451.7047009,398.6980989,0,18571,21040,0,480.813385,165.8196106,0,136632,122,9x4
84,36,44.75413529,4150.003342,13759,1000,1000,56.93831451,2938.120865,7365,101.6924498,46894,8,5,113.8600185,90.25683201,113.9657093,18331,23346,18314,783.0311542,136.6267768,423.0869619,41663,671,5x4
56,32,52.38427337,3725.906067,10191,1000,1000,67.92615145,1410.780853,3233,120.3104248,40046,8,5,543.1980833,418.9486091,0,15443,20023,0,456.9345703,138.9613342,0,20,443,4x9
88,36,45.23488477,4245.75351,13548,1000,1000,58.10894985,2493.488678,6835,103.3438346,46396,8,5,115.8572301,92.99333598,116.2249694,18015,22659,17958,730.252913,136.5226582,450.4601987,38011,836,4x5
88,36,44.39223713,4067.646927,13925,1000,1000,56.60634852,2978.289047,7506,100.9985856,47276,8,5,113.0827328,90.1872967,113.1133752,18457,23364,18452,753.1228995,136.3496537,462.8547774,38528,933,5x4
96,28,49.3215428,2301.126633,10725,1000,1000,55.96285425,3416.17511,6494,105.284397,42532,8,5,447.5595156,394.4610176,0,18743,21266,0,485.0467529,165.8337708,0,134649,117,9x4
60,32,52.04625999,3749.303436,10387,1000,1000,67.68499871,1377.328491,3363,119.7312587,40306,8,5,541.2703575,416.2461172,0,15498,20153,0,455.4729004,138.9483032,0,25,346,4x9
92,36,45.10063361,4267.350555,13558,1000,1000,57.76005288,2559.990723,6931,102.8606865,46534,8,5,116.2443887,91.8582327,115.3768933,17955,22939,18090,741.3293266,136.4897339,445.8069422,38942,758,4x5
92,36,44.92864141,4103.228012,13595,1000,1000,57.24605558,2877.969376,7059,102.174697,46712,8,5,114.8436228,91.28123375,114.3465732,18174,23084,18253,737.3500552,136.1216134,463.414326,39810,720,5x4
96,36,45.16863229,4285.576324,13525,1000,1000,57.35251326,2591.0495,7099,102.5211456,46464,8,5,115.1795155,92.05889292,114.7047703,18121,22889,18196,762.7919784,137.0965861,429.8789403,40325,815,4x5
64,32,52.41307608,3677.238495,10141,1000,1000,67.23364965,1444.088089,3558,119.6467257,40024,8,5,537.662351,419.1788927,0,15602,20012,0,458.9100952,138.9717712,0,21,354,4x9
16,32,48.56991987,2534.65007,11433,1000,1000,58.14439392,3148.570648,5854,106.7143138,43190,8,5,465.0004435,388.4514008,0,18040,21595,0,534.6617126,165.2896729,0,141986,73,9x4
96,36,45.36012404,4084.090347,13374,1000,1000,57.62039785,2812.927322,7020,102.9805219,46268,8,5,115.6133607,91.87024765,115.1413913,18053,22936,18127,732.8872808,136.3525696,458.9233411,37792,860,5x4
16,40,44.88056474,4360.837189,13586,1000,1000,57.18049951,2589.036896,7405,102.0610642,46762,8,5,114.1651898,91.2417078,113.7793284,18282,23094,18344,806.3506685,136.7220265,516.4533301,40342,873,4x5
68,32,51.87118476,3683.906677,10444,1000,1000,67.35457348,1440.74794,3465,119.2257582,40442,8,5,538.628997,414.8463479,0,15574,20221,0,458.8978882,138.8895569,0,43,451,4x9
16,40,45.23098219,4163.191849,13481,1000,1000,57.67744774,2795.467361,7265,102.9084299,46400,8,5,114.8562624,91.42381118,115.2431119,18172,23048,18111,844.9146327,135.8647795,475.7301607,39033,827,5x4
20,32,48.28142555,2486.4711,11623,1000,1000,57.2898432,3116.169128,6162,105.5712687,43448,8,5,458.168551,386.1447247,0,18309,21724,0,535.7997437,164.8468018,0,138007,118,9x4
20,40,45.35619982,4366.078018,13362,1000,1000,57.81100452,2562.618546,7208,103.1672043,46272,8,5,115.5557524,91.5111613,115.1223387,18062,23026,18130,809.3208635,136.8131454,498.6439347,38302,903,4x5
20,40,44.59425161,4171.487091,13789,1000,1000,56.81183291,2891.785736,7325,101.4060845,47062,8,5,113.1317687,89.54723556,114.015514,18449,23531,18306,873.2613762,136.1033896,461.4869373,39960,706,5x4
72,32,52.11610338,3646.904861,10299,1000,1000,66.90333695,1456.138,3501,119.0194403,40252,8,5,535.0218764,416.8045315,0,15679,20126,0,459.9880981,139.0456238,0,38,554,4x9
24,40,44.85752446,4418.230759,13702,1000,1000,57.6837936,2473.597488,7275,102.5413181,46786,8,5,115.0652186,91.33662765,114.8120359,18139,23070,18179,790.6483503,137.0419147,518.6248007,39810,766,4x5
24,32,48.31034324,2607.869064,11703,1000,1000,57.94838353,3072.55191,5883,106.2587268,43422,8,5,463.4334015,386.3759385,0,18101,21711,0,532.8654175,165.0887756,0,141950,130,9x4
24,40,44.7388589,4178.738541,13818,1000,1000,56.79337052,2843.933014,7528,101.5322294,46910,8,5,113.0643554,90.38071545,114.0217427,18460,23314,18305,812.0367963,135.8446118,521.0110389,39974,754,5x4
28,40,45.16085064,4381.403671,13468,1000,1000,57.40903367,2551.821335,7277,102.5698843,46472,8,5,114.2589369,91.59867849,115.0461912,18267,23004,18142,818.7313872,136.947394,499.5433583,39134,973,4x5
76,32,52.30588118,3660.664551,10151,1000,1000,67.36322755,1457.249832,3435,119.6691087,40106,8,5,538.6981762,418.3218471,0,15572,20053,0,459.2060547,138.9421997,0,9,432,4x9
28,40,44.74267702,4148.701614,13635,1000,1000,56.69204152,2884.679443,7566,101.4347185,46906,8,5,112.9053338,89.84505181,114.1027772,18486,23453,18292,865.016313,136.7378204,465.2277689,40296,829,5x4
28,32,47.94147769,2573.148056,11765,1000,1000,57.63306585,3173.165634,6193,105.5745435,43756,8,5,460.9125275,383.4266386,0,18200,21878,0,537.9008484,164.839447,0,142289,88,9x4
32,40,45.03090539,4313.274246,13500,1000,1000,57.33056315,2572.699509,7351,102.3614685,46606,8,5,114.1027772,91.42381118,114.1651898,18292,23048,18282,823.4391022,136.7234844,498.8901018,38268,947,4x5
80,32,52.45502751,3705.106506,10109,1000,1000,67.70247934,1414.210358,3240,120.1575069,39992,8,5,541.4100942,419.5143029,0,15494,19996,0,457.3822327,139.0437012,0,51,494,4x9
32,40,44.79237196,4151.691406,13782,1000,1000,56.48133585,2881.4375,7556,101.2737078,46854,8,5,112.3885628,90.3535869,114.8562624,18571,23321,18172,849.1820189,136.4269226,485.3337422,39535,1049,5x4
36,40,45.26417564,4360.614807,13420,1000,1000,57.95799248,2459.151611,7219,103.2221681,46366,8,5,115.3641388,91.73825591,115.6838488,18092,22969,18042,828.1956335,136.5471996,479.9118116,38344,911,4x5
32,32,48.63750638,2468.928665,11413,1000,1000,57.82694535,3220.26445,5922,106.4644517,43130,8,5,462.4625393,388.9917923,0,18139,21565,0,536.6781616,165.4306946,0,139080,78,9x4
36,40,44.87480245,4214.294403,13601,1000,1000,57.02191528,2826.872971,7458,101.8967177,46768,8,5,113.624476,90.11016079,114.0591289,18369,23384,18299,817.7811848,136.4168388,514.2477616,40615,758,5x4
84,32,52.06434955,3713.413498,10397,1000,1000,67.46290935,1395.907745,3269,119.5272589,40292,8,5,539.4950158,416.3907475,0,15549,20146,0,456.697876,138.9586792,0,14,460,4x9
40,40,44.72931645,4386.602768,13771,1000,1000,57.69966434,2568.681229,7261,102.4289808,46920,8,5,114.837304,91.11545447,114.9574796,18175,23126,18156,811.078744,136.7553153,502.4273274,39002,873,4x5
40,40,44.89593808,4182.203751,13588,1000,1000,56.91668024,2861.5159,7494,101.8126183,46746,8,5,113.414552,90.1525692,114.3152591,18403,23373,18258,866.5144119,136.2718989,463.7572673,39578,875,5x4
36,32,48.61044921,2570.16243,11479,1000,1000,58.0960718,3125.150543,5784,106.706521,43154,8,5,464.6141235,388.7754553,0,18055,21577,0,533.2483826,165.1773682,0,142702,120,9x4
88,32,52.47077662,3695.353348,10089,1000,1000,67.72871722,1403.575989,3311,120.1994938,39980,8,5,541.6198347,419.6402201,0,15488,19990,0,456.8553162,139.0334473,0,52,445,4x9
44,40,45.1803098,4351.849014,13514,1000,1000,57.67427534,2553.869431,7204,102.8545851,46452,8,5,115.077907,91.44364883,115.2685702,18137,23043,18107,822.7423034,136.8472847,491.8423893,39464,992,4x5
44,40,45.08705844,4213.663055,13575,1000,1000,57.31489478,2815.577087,7317,102.4019532,46548,8,5,114.1214938,91.13515851,114.9258301,18289,23121,18161,822.4035324,136.217592,501.5779468,39966,714,5x4
48,40,45.18615082,4342.369263,13439,1000,1000,57.56662092,2525.807861,7219,102.7527717,46446,8,5,114.5788318,91.32079397,114.900523,18216,23074,18165,820.9053109,136.6375896,488.4647369,39384,926,4x5
40,32,48.74830311,2472.695938,11338,1000,1000,57.98683847,3181.635361,5940,106.7351416,43032,8,5,463.740837,389.8776724,0,18089,21516,0,534.1680603,165.5128174,0,139934,181,9x4
92,32,52.62350698,3693.981766,10003,1000,1000,67.59773079,1427.598526,3434,120.2212378,39864,8,5,540.5727542,420.8613285,0,15518,19932,0,457.7773438,139.0983887,0,14,273,4x9
48,40,44.80768493,4132.211365,13710,1000,1000,56.60634852,2940.648163,7582,101.4140335,46838,8,5,113.5502965,90.58275299,113.1011163,18381,23262,18454,840.1758862,136.3481958,498.1704894,40456,997,5x4
52,40,44.90170579,4372.042099,13603,1000,1000,57.46881508,2509.326233,7308,102.3705209,46740,8,5,114.900523,91.09969736,114.352838,18165,23130,18252,781.9660248,136.9531041,531.3254017,38920,843,4x5
44,32,48.39507085,2520.642715,11509,1000,1000,57.78233317,3164.385635,6078,106.177404,43346,8,5,462.1058778,387.0533844,0,18153,21673,0,535.8796692,165.0456543,0,139648,171,9x4
52,40,44.4430399,4160.211075,13927,1000,1000,56.96924916,2904.137512,7465,101.4122891,47222,8,5,113.9532649,90.80525749,113.5811929,18316,23205,18376,827.9341347,136.6124408,506.6369435,40817,708,5x4
96,32,52.12905792,3690.584595,10244,1000,1000,67.26815499,1433.776291,3571,119.3972129,40242,8,5,537.9381814,416.908106,0,15594,20121,0,460.0934753,139.0516968,0,48,462,4x9
56,40,45.38957737,4380.516144,13369,1000,1000,57.5887522,2522.91304,7257,102.9783296,46238,8,5,115.0588754,91.99458633,115.1096404,18140,22905,18132,780.1870477,136.9975702,533.0107936,39260,921,4x5
56,40,44.89786048,4193.250443,13602,1000,1000,57.23355712,2848.069763,7444,102.1314176,46744,8,5,113.9594868,90.4194988,114.3841727,18315,23304,18247,831.7156875,136.1073989,495.6208758,41018,604,5x4
16,36,52.42617869,3821.968277,10231,1000,1000,68.65104098,1291.851044,3240,121.0772197,40014,8,5,548.9926702,419.2836507,0,15280,20007,0,506.6066895,139.0338135,0,23,585,4x9
48,32,48.66911116,2509.574066,11344,1000,1000,58.24127972,3148.890167,5819,106.9103909,43102,8,5,465.7750139,389.2444898,0,18010,21551,0,533.6535339,165.2650146,0,139718,134,9x4
60,40,45.07930487,4376.337952,13481,1000,1000,57.39646396,2584.166428,7267,102.4757688,46556,8,5,114.5473904,91.57081396,114.2651922,18221,23011,18266,814.6127806,137.0461669,505.3642831,39638,787,4x5
60,40,45.05799628,4174.087738,13598,1000,1000,57.44362879,2808.526047,7203,102.5016251,46578,8,5,114.352838,90.47773627,115.0525329,18252,23289,18141,834.9046977,136.2518528,490.5092604,40235,724,5x4
64,40,45.43481351,4391.611206,13295,1000,1000,57.63306585,2499.643143,7338,103.0678794,46192,8,5,114.7110745,91.62257588,115.7095022,18195,22998,18038,799.9067828,136.9388896,506.74353,39161,735,4x5
20,36,52.31631991,3818.952896,10206,1000,1000,68.56126586,1289.083771,3531,120.8775858,40098,8,5,548.2750327,418.405307,0,15300,20049,0,507.4332275,138.9763489,0,15,395,4x9
52,32,47.74936248,2488.142517,11880,1000,1000,57.22730994,3168.478958,6328,104.9766724,43932,8,5,457.6686126,381.8905581,0,18329,21966,0,539.224823,165.2584534,0,139277,182,9x4
64,40,44.7617774,4177.834595,13645,1000,1000,56.73191581,2856.130203,7745,101.4936932,46886,8,5,113.0582309,89.8833767,114.1527018,18461,23443,18284,872.9467681,136.4201191,457.9942353,40066,771,5x4
68,40,44.93056662,4337.752319,13632,1000,1000,57.51925398,2631.94725,7134,102.4498206,46710,8,5,114.4908393,91.77021907,115.020831,18230,22961,18146,803.5591807,136.7708662,515.0313995,39850,829,4x5
24,36,52.50756134,3809.533096,10176,1000,1000,68.62857517,1297.294342,3271,121.1361365,39952,8,5,548.8130847,419.9343212,0,15285,19976,0,507.6549988,138.9706421,0,21,470,4x9
68,40,44.97489203,4177.812546,13547,1000,1000,56.95377763,2834.107559,7553,101.9286697,46664,8,5,113.7049466,90.79351948,113.6987525,18356,23208,18357,841.0953023,136.495687,491.2768306,39381,910,5x4
56,32,48.51374109,2551.74295,11436,1000,1000,57.62039785,3119.728241,6095,106.1341389,43240,8,5,460.8112503,388.0022202,0,18204,21620,0,535.8381348,165.1261292,0,141342,154,9x4
72,40,45.27003836,4389.343231,13533,1000,1000,57.61406593,2527.141876,7265,102.8841043,46360,8,5,114.7299912,91.28123375,115.9022657,18192,23084,18008,841.1933031,136.8171547,467.0353244,39681,976,4x5
72,40,44.82109237,4149.123459,13685,1000,1000,57.26794102,2895.4095,7319,102.0890334,46824,8,5,114.5411042,90.00239194,114.4155246,18222,23412,18242,845.7111493,136.4726036,482.8772231,39756,952,5x4
28,36,52.6499297,3796.083954,10035,1000,1000,68.87198686,1265.334885,3392,121.5219166,39844,8,5,550.7588471,421.0725831,0,15231,19922,0,505.7600708,139.1052246,0,62,729,4x9
76,40,45.50382439,4394.663651,13263,1000,1000,57.86843267,2465.146027,7163,103.3722571,46122,8,5,115.3705157,91.37227354,115.7993786,18091,23061,18024,829.3304305,136.7318673,477.0069913,39406,1022,4x5
60,32,48.51374109,2620.447144,11534,1000,1000,58.34498108,3070.606049,5759,106.8587222,43240,8,5,466.6040716,388.0022202,0,17978,21620,0,531.3451538,164.9164734,0,142788,149,9x4
76,40,44.63601539,4183.733322,13817,1000,1000,56.88888889,2887.20607,7432,101.5249043,47018,8,5,113.2729838,90.40010296,114.2714481,18426,23309,18265,835.2559794,136.3157575,496.7138477,40096,723,5x4
32,36,52.30066337,3827.416534,10295,1000,1000,68.60612405,1273.558533,3268,120.9067874,40110,8,5,548.6336167,418.2801296,0,15290,20055,0,505.6758728,139.105072,0,36,518,4x9
80,40,45.04638191,4421.186615,13550,1000,1000,57.39332239,2479.288666,7349,102.4397043,46590,8,5,114.2214196,91.225907,115.2176649,18273,23098,18115,822.2321845,136.2497874,491.7721084,39369,1023,4x5
80,40,45.29546107,4183.531631,13454,1000,1000,57.59507855,2727.477554,7260,102.8905396,46334,8,5,115.0335097,91.19037521,115.1922292,18144,23107,18119,787.4525941,135.9313571,531.8021587,39081,921,5x4
64,32,48.36605166,2557.963867,11625,1000,1000,57.84927728,3152.731308,5947,106.2153289,43372,8,5,462.6410765,386.8213594,0,18132,21686,0,535.3802795,165.4474487,0,142004,104,9x4
84,40,45.54533163,4385.181488,13284,1000,1000,58.37096415,2469.525787,6964,103.9162958,46080,8,5,116.2055565,91.45555556,116.8496249,17961,23040,17862,821.5304796,136.6479164,474.4583589,38792,824,4x5
36,36,52.54966423,3847.251572,10177,1000,1000,68.68251785,1234.405151,3254,121.2321821,39920,8,5,549.2442873,420.2709419,0,15273,19960,0,503.9216614,139.2076416,0,16,687,4x9
84,40,44.7007135,4122.366806,13715,1000,1000,57.13687881,2829.500763,7485,101.8375923,46950,8,5,113.8103495,90.65289967,113.9408232,18339,23244,18318,822.2616215,136.5834042,508.3875874,39074,892,5x4
88,40,45.35423796,4378.300003,13362,1000,1000,57.95478914,2487.990295,7231,103.3090271,46274,8,5,116.1021305,92.00663697,115.332265,17977,22902,18097,811.0813198,136.8596768,491.3041825,38621,1258,4x5
68,32,48.29031961,2543.857605,11659,1000,1000,57.76005288,3187.507965,5886,106.0503725,43440,8,5,461.9277533,386.2158379,0,18160,21720,0,535.8135376,165.2236023,0,142704,128,9x4
40,36,52.18613447,3865.871582,10334,1000,1000,68.69151654,1236.77742,3414,120.877651,40198,8,5,549.3162203,417.364446,0,15271,20099,0,504.3373718,139.0226746,0,71,485,4x9
88,40,44.67024398,4175.602646,13757,1000,1000,56.90432518,2943.939636,7460,101.5745692,46982,8,5,113.3960665,89.93324797,113.797939,18406,23430,18341,833.0430516,136.5394241,506.9034711,40414,746,5x4
92,40,45.27981295,4355.092789,13499,1000,1000,57.86843267,2540.930054,7095,103.1482456,46350,8,5,115.1922292,91.32079397,116.199087,18119,23074,17962,805.5111002,136.511724,502.460444,38793,1004,4x5
92,40,45.03864232,4187.528091,13677,1000,1000,57.09332462,2807.38884,7373,102.1319669,46598,8,5,113.6801743,90.64120102,114.8183519,18360,23247,18178,841.1203238,136.4750334,487.7274623,40641,758,5x4
72,32,47.96560084,2490.18248,11805,1000,1000,57.54766478,3162.318924,6201,105.5132656,43734,8,5,460.229769,383.619518,0,18227,21867,0,538.6556396,165.0873108,0,138850,118,9x4
44,36,52.66844141,3843.292053,10092,1000,1000,68.76359106,1268.031647,3164,121.4320325,39830,8,5,549.8923632,421.2205875,0,15255,19915,0,504.9450684,138.9953918,0,51,707,4x9
96,40,44.96910549,4334.861572,13640,1000,1000,57.7250757,2524.990005,7267,102.6941812,46670,8,5,114.875227,90.72706136,115.230387,18169,23225,18113,811.4216853,136.804398,496.628603,38478,775,4x5
96,40,44.75795602,4159.154938,13808,1000,1000,57.255433,2833.951813,7458,102.013389,46890,8,5,113.9781564,90.64510023,114.9068487,18312,23246,18164,782.1518459,136.518892,538.2097387,40557,1180,5x4
48,36,52.36334582,3805.901184,10198,1000,1000,68.62857517,1282.259995,3550,120.991921,40062,8,5,548.8130847,418.781289,0,15285,20031,0,508.089447,139.0450439,0,54,498,4x9
76,32,48.66007703,2591.287888,11421,1000,1000,58.53388411,3086.965744,5829,107.1939611,43110,8,5,468.1142857,389.172257,0,17920,21555,0,530.7236328,164.9745483,0,143330,127,9x4
16,44,45.09287537,4479.908401,13606,1000,1000,57.98042577,2473.841415,7129,103.0733011,46542,8,5,115.3960303,91.67439635,115.6774372,18087,22985,18043,851.3442904,136.5930021,577.1026616,40037,727,4x5
